build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
85847602,4b6a2c5af3cfc7fe65fd4269ea47218c5a0825e0,,master,passed,898,2015-10-17 00:15:41 UTC,85847603,85847604,push
85846545,d2332d7f48a27e7f5765a94add99d0791e05715b,689,master,passed,854,2015-10-17 00:03:23 UTC,85846546,85846547,pull_request
81797091,c2fc19316d8680322cabeed31234d19e942866e8,,master,passed,1094,2015-09-23 15:33:44 UTC,81797092,81797094,push
81737476,ec2c139797d9ddeef3c42a661135af4f4d911bc9,643,master,passed,951,2015-09-23 08:54:54 UTC,81737477,81737478,pull_request
80356948,cb640b2221044fe272ea6a249772cf71ba0d5fab,,master,passed,921,2015-09-15 02:11:21 UTC,80356949,80356950,push
79950901,7a20c21d1844f6631f1017fa76dfad097671476d,620,master,passed,868,2015-09-12 01:28:59 UTC,79950902,79950903,pull_request
79850259,172734a8ae6057a72f5747489eee49d5a45973f6,620,master,passed,858,2015-09-11 13:41:46 UTC,79850260,79850261,pull_request
79848234,443122661801d19cb67333292119a0f15e035764,620,master,failed,388,2015-09-11 13:30:04 UTC,79848235,79848236,pull_request
78825710,f10b02990f735ef9221f3441afdffefac826f025,,master,passed,1700,2015-09-04 20:51:57 UTC,78825711,78825712,push
78788560,85506abeaa9b10ba4c81848772785b60242ba5d7,,master,passed,985,2015-09-04 16:41:49 UTC,78788561,78788562,push
78409436,165db64e6b3abd09a6c32c74eb692e8ee77a2291,,master,passed,1165,2015-09-02 14:46:42 UTC,78409437,78409438,push
78150878,8fdf0b322ad5a33c483af3459167927bb10cd27e,603,master,passed,859,2015-09-01 01:32:34 UTC,78150879,78150880,pull_request
77652147,d5b33b2ac63bcdb5f81aa5a407e82d2632d86908,603,master,passed,999,2015-08-28 09:42:02 UTC,77652148,77652149,pull_request
76699491,b7a37a04c3c73453370a1b75fae1e87bdda22e3f,,master,passed,1037,2015-08-21 20:49:27 UTC,76699492,76699493,push
76695704,d3744a90b37ce2b3d4ac06ef52aad783e66a683e,593,master,passed,991,2015-08-21 20:22:06 UTC,76695705,76695706,pull_request
76338814,455f05e5c552a3dfc73e01085b8575b333752673,,master,passed,942,2015-08-19 18:55:09 UTC,76338815,76338816,push
76029699,eb340db84e10afd465edc1ae8d916881309c3ea0,585,master,passed,841,2015-08-18 00:25:29 UTC,76029700,76029701,pull_request
75752446,44b41f7c28903d6f3e4162c755ae9fa403c951c3,,3.0,passed,370,2015-08-15 18:42:21 UTC,75752447,push
74314462,4f8d43e113f83ac9ff44221e102fc96817721cd9,,master,passed,1080,2015-08-05 21:32:35 UTC,74314463,74314464,push
74277637,4e285f8de24026821cee63e8d94e37aacfb967ec,,master,passed,1243,2015-08-05 17:43:42 UTC,74277638,74277639,push
74225651,460d705c61193d619863c05bc01c1e2dbf05b6d2,569,master,passed,1506,2015-08-05 12:40:21 UTC,74225652,74225653,pull_request
74160739,569a59349a849083633675e7f15b984a6af1efa6,565,master,passed,924,2015-08-05 00:54:35 UTC,74160740,74160741,pull_request
69804678,56af00fceb5808336eca4865d399ece430a4314a,498,master,failed,528,2015-07-06 22:34:19 UTC,69804679,69804680,pull_request
69797896,eeaf46837bc4fa0a6623481dba1202afa58d5a94,498,master,passed,1734,2015-07-06 21:03:40 UTC,69797897,69797898,pull_request
68824201,7820ac23bf755d0cb5bf11a9c87e1bd8cc8e9850,,master,passed,1272,2015-06-29 14:55:40 UTC,68824202,68824204,push
68730783,d557c08345b0e7298cc04fb9a64df5b4489d5a24,,v3.6.1,passed,333,2015-06-28 21:34:37 UTC,68730785,push
68730738,d557c08345b0e7298cc04fb9a64df5b4489d5a24,,3.0,passed,386,2015-06-28 21:34:26 UTC,68730739,push
68414413,f97dc0d713ec45fff6ad857e909bf659740aaf7d,,master,passed,1164,2015-06-26 01:56:37 UTC,68414414,68414415,push
68406174,77e5abb7a3d13f8e729ac4c2bfab5d0009bed29c,,master,passed,987,2015-06-26 00:04:37 UTC,68406175,68406176,push
68191622,fce113143f586f44c9c00e113a744f4258d78b82,,3.0,passed,389,2015-06-24 17:19:13 UTC,68191623,push
68082295,69351a6eddb9945aa58544dd0e08782d2f2a0310,,master,passed,1049,2015-06-23 23:26:33 UTC,68082296,68082297,push
67927646,95551360d7562568ca3b1ce956203c16ae73035d,,master,passed,934,2015-06-23 00:19:43 UTC,67927647,67927648,push
67866880,cfa304d7cda3a81e72202e7a0dba5dfc48283a54,,master,passed,1145,2015-06-22 16:33:17 UTC,67866881,67866882,push
67545103,59fc0fcbd8fe491e33992481ef70399b3e52f7e2,,master,passed,1092,2015-06-19 15:45:33 UTC,67545104,67545105,push
67371225,30be384aa89cd84db9affd0f16497d197e3c8ee8,,master,passed,1193,2015-06-18 13:53:56 UTC,67371226,67371227,push
67264984,3b99bc54d1535d341e8a3db65e601bf0449304d7,498,master,passed,1217,2015-06-17 20:27:50 UTC,67264985,67264986,pull_request
67231598,8eaa0217ad955db159b4fdca05287ad2ccd85aca,,master,passed,1160,2015-06-17 17:06:20 UTC,67231599,67231601,push
67132673,30c92551ee75c2109955ee653e8795c7c1d60bf8,,master,passed,1070,2015-06-17 03:06:05 UTC,67132674,67132675,push
67088984,e7373b40783b65e7f424faf67494efe1c395cac7,498,master,failed,558,2015-06-16 19:57:20 UTC,67088985,67088987,pull_request
66868959,e5f2fc25807dfcd41e1d65403820384e037b2d04,,master,passed,1313,2015-06-15 13:49:43 UTC,66868960,66868961,push
66227078,9c55989c00554ed547967760397c6887a0061cc6,,master,passed,1212,2015-06-10 14:41:34 UTC,66227079,66227081,push
66142198,9b60aa08ae244f479eee8416dd1a5c1ee1b6e8d6,,master,passed,1220,2015-06-10 00:48:24 UTC,66142199,66142200,push
66120355,bf53fa653849217ddd25d6b3c54d8e05312369ee,,master,passed,1261,2015-06-09 21:30:12 UTC,66120356,66120357,push
66114261,8237afc110599649f2cc78afd042f271a682644b,,master,passed,1136,2015-06-09 20:40:49 UTC,66114262,66114263,push
66099093,a50b471ac7d2371998a47fb954b59425f47d5b9f,,master,passed,1196,2015-06-09 19:01:09 UTC,66099094,66099095,push
66051627,1fc3ef901f5c40e57264539bfcb567a379cb965b,,master,passed,1292,2015-06-09 13:42:08 UTC,66051628,66051629,push
65972082,e8db8cb26d9ae1b72d447453e4a9cd562fa3b9a2,488,master,errored,1719,2015-06-08 23:05:30 UTC,65972083,65972084,pull_request
65498317,86a3afa40b56bad2f0d1d51a2a148d897a912b89,,master,passed,1802,2015-06-05 00:15:12 UTC,65498318,65498319,push
65330479,849675a0e96f81dedd0c7a6f8fd7fabc2d5db85d,,master,passed,1145,2015-06-03 23:27:47 UTC,65330480,65330481,push
65154302,8720e161169e228ae4dc1e78affa937f87a561c2,,master,passed,1147,2015-06-02 21:24:07 UTC,65154303,65154304,push
65135599,5b63543ae0ae11f17ba6c4c2b569b2cb5e0b4c47,,master,passed,1322,2015-06-02 19:24:06 UTC,65135600,65135601,push
64971379,d8d32184211799f6839527bef6a20eca77c1d6b5,,master,passed,1108,2015-06-01 19:45:54 UTC,64971382,64971383,push
64959094,f912cd3a2764b12d130a3a9f0962fb4bc3bd6b5a,477,master,errored,1711,2015-06-01 18:16:55 UTC,64959095,64959096,pull_request
64952561,b822f40926ab4c3f147388d1066e98445af0f0a8,477,master,errored,1674,2015-06-01 17:32:59 UTC,64952562,64952563,pull_request
64952428,95c0585be90b21faffd28b944c0dd70780c94164,477,master,errored,1648,2015-06-01 17:32:15 UTC,64952429,64952430,pull_request
64829384,8ad8c2429aa96ccb0ba6202c1b1a7de0aeb87d05,,master,passed,1140,2015-05-31 20:30:01 UTC,64829385,64829386,push
64620074,28ea3c33f14a3fe185336dadfa04472be8719d1b,477,master,errored,1468,2015-05-29 23:25:36 UTC,64620075,64620077,pull_request
64458691,c5aa232b3947169cfa184c87d1e9edb78257a175,,master,passed,1173,2015-05-28 18:03:56 UTC,64458692,64458693,push
64445736,192c9d7728bd08422188d9461c3d521f8fc1c3ea,,master,passed,1101,2015-05-28 16:28:39 UTC,64445737,64445738,push
64439808,640ce783e18ff9c54bf0db3abb2fe7021b8fc300,,master,passed,1130,2015-05-28 15:46:27 UTC,64439809,64439810,push
64308828,4aaeb233d149c820c57f2a769d17df562e969568,,master,passed,1179,2015-05-27 19:36:40 UTC,64308829,64308830,push
63675157,6c34550ca9a289e29b7beae9b6758fa3fd870648,,master,passed,1245,2015-05-22 16:24:09 UTC,63675158,63675159,push
63660441,dc2cd11a5a65e14bc1c7eb9ff30e87f409ca09e2,,master,passed,2174,2015-05-22 14:40:44 UTC,63660443,63660444,63660446,push
63524182,145975c16020103fcc104dfbe9c38ade4a2b51e0,,master,passed,2245,2015-05-21 17:14:49 UTC,63524183,63524184,63524186,push
63519518,ed770db705744217b2cc31c0e2f3f12d3dffdef8,,master,passed,2140,2015-05-21 16:39:47 UTC,63519519,63519520,63519522,push
61822388,f00c9a2f14f6c000a987c463c4f42f4d65ffe248,,master,passed,2386,2015-05-08 21:19:56 UTC,61822389,61822390,61822391,push
61809172,13ddbe86b8dd338d1c73e95e9753cdf8bd34250a,,master,passed,2304,2015-05-08 19:21:50 UTC,61809173,61809174,61809175,push
61171427,cf42cbcb26b753a0c517abca037d08c1ad638f6f,,master,passed,1976,2015-05-04 16:27:18 UTC,61171428,61171429,61171430,push
61097234,0d29f42b3b70610c755e8c76cfa42193d78896dd,,master,passed,1868,2015-05-04 03:44:55 UTC,61097235,61097236,61097237,push
60990664,ae4a451131d858bbe8f1bb1913bfef3322313e73,,master,passed,1897,2015-05-02 22:40:23 UTC,60990665,60990666,60990667,push
60971695,e161ca9b39af52db04527ffe453dacafbb3ab94a,,3.0,passed,356,2015-05-02 18:24:11 UTC,60971696,push
60886242,b1e6e30cbf35c7fa2a71eb4f7b1c2ddd0d157c81,,v3.6.0,passed,363,2015-05-01 20:20:20 UTC,60886243,push
60886224,e85cc9522917267d64ebaaba89e3b2f4dab4575f,,master,passed,436,2015-05-01 20:20:20 UTC,60886225,push
60856396,95482113866a2147660888b6ae1a1d6d9e5ad0a9,,master,passed,479,2015-05-01 16:36:09 UTC,60856397,push
60789388,7e0f87347f1d47605a54c9e2782d8dedd660628c,,4.0a,passed,1591,2015-05-01 02:50:45 UTC,60789389,60789390,60789391,push
60785486,ea0a17a72c1752099c5d014c5485993d1fc48cd0,,master,passed,384,2015-05-01 01:42:48 UTC,60785487,push
60712308,879ea654b54ced110b27eb98fefe9f6074acbfae,,4.0a,passed,2030,2015-04-30 15:18:08 UTC,60712309,60712310,60712311,push
60700440,31e8e3191d3456283db86972f21b030507838e7b,,master,passed,306,2015-04-30 13:55:22 UTC,60700441,push
60692337,13f8b62424aa725f7981967e3f68cbb484b180c2,445,master,passed,365,2015-04-30 12:57:00 UTC,60692338,pull_request
60638243,421570a43c15fa599d21613c90b5df95084bf347,,master,passed,347,2015-04-30 03:11:06 UTC,60638244,push
60636743,f672f23454b6a6421f7e7bbf0303a9d9bdb54d39,,4.0a,passed,1565,2015-04-30 02:50:00 UTC,60636744,60636745,60636746,push
60606348,1a95c525ccfc726a4993dcf2f8d839d59e90da7e,,4.0a,passed,1791,2015-04-29 21:25:07 UTC,60606349,60606350,60606351,push
60468782,088f33df00233c51b34a396041aa32a7fb31fedd,,4.0a,passed,1965,2015-04-29 00:59:06 UTC,60468783,60468784,60468785,push
60449520,5777f04054c627ce35dbf12246eeb4ad5abaee08,,4.0a,passed,3250,2015-04-28 21:42:51 UTC,60449521,60449522,60449523,push
60144275,46126e00cbd8d32fa2b72ffc8af863047e685151,,master,passed,404,2015-04-26 22:07:25 UTC,60144276,push
60135755,1843c20552c6c22ba42859acd3429d4ca83fd7cc,,master,passed,361,2015-04-26 20:37:42 UTC,60135756,push
59953722,01e59f2729767ad92ce7c1fe53f0b7fe128d2290,,4.0a,passed,2399,2015-04-24 22:49:33 UTC,59953723,59953724,59953725,push
59461173,e777bc05934ebf0d8fcb3bbd92e7de23f910fd2c,,master,passed,529,2015-04-21 21:26:44 UTC,59461174,push
59456562,af5755f6998318ea385af0e77b4f5688b9888c0e,430,master,passed,554,2015-04-21 20:51:45 UTC,59456563,pull_request
59422888,21cf17e50a51bf303d7336cdd48264685e508d74,430,master,passed,373,2015-04-21 16:21:55 UTC,59422889,pull_request
59422621,6538ab46fa742c07be7f92d2fd4f44a99448f5c9,430,master,failed,237,2015-04-21 16:19:37 UTC,59422622,pull_request
59422013,bc379424420f193aaa42375d2cb467899337c465,430,master,failed,329,2015-04-21 16:14:44 UTC,59422014,pull_request
59373249,9909e397c6fbfe97d078a405fec35277f476f8b2,430,master,errored,805,2015-04-21 09:55:22 UTC,59373250,pull_request
59253822,8dbafcd3a80db565761e44942b88170911ab63f5,,master,passed,686,2015-04-20 14:52:05 UTC,59253823,push
58950351,09edc463fe8008ec6b2139e0548c88f4e5f9821c,,4.0a,passed,2786,2015-04-17 18:39:55 UTC,58950353,58950354,58950356,push
58693278,6c85b134d797126469dc3ab1a719e9edcf155573,,master,passed,356,2015-04-16 02:33:40 UTC,58693279,push
58477833,9106427987185ef1fd5c5a57b7ef6bc96daea726,,4.0a,passed,3962,2015-04-14 17:30:16 UTC,58477834,58477835,58477836,push
58454894,6529484953f5942229966f3caf4e5fc456251f85,,4.0a,passed,3112,2015-04-14 16:48:43 UTC,58454895,58454896,58454897,push
58346979,899e41b88afab3f8de39e27e6e72b1ba1d57403c,,master,passed,516,2015-04-13 21:38:37 UTC,58346980,push
58283091,f20687d0cbd86d3a46b940b04b440aec3011b9f2,,master,passed,651,2015-04-13 14:52:38 UTC,58283092,push
58273253,c289694af621283ac681ae43790a6980978541b3,401,master,passed,411,2015-04-13 13:49:06 UTC,58273254,pull_request
57968779,8d7beb50703d6ea1da0652ea54095e2a0b7e5c45,,master,passed,430,2015-04-10 15:54:52 UTC,57968780,push
57959185,631cf0b530061c6c7407ecf1e48ed299c5c5697b,397,master,passed,525,2015-04-10 14:42:59 UTC,57959186,pull_request
57486081,2702cba8e4af72081787c02a2abc4f2e05e620bd,,4.0a,passed,2353,2015-04-07 14:07:44 UTC,57486082,57486083,57486084,push
57337335,c78ee4e8bc815d88f0e5b276984ec5e1af9d4f22,,master,passed,481,2015-04-06 13:56:44 UTC,57337336,push
57195324,52985d7c3b1f214532b5bd26b1d2563045982b83,,master,passed,375,2015-04-04 21:49:38 UTC,57195325,push
56885783,8e1d25f7426879696eaeda22340e694b6e8699ed,,4.0a,passed,2670,2015-04-02 14:00:05 UTC,56885784,56885785,56885786,push
56744015,de0ed109aab0d1492e2d84cffa5dfa60d8a6bdd6,,4.0a,passed,2411,2015-04-01 16:04:10 UTC,56744016,56744018,56744019,push
56659493,0290100538abe33ac07ac7d83f09565a79231f24,,master,passed,336,2015-04-01 01:29:26 UTC,56659494,push
56179830,91466bbf06b7a797b7320dc4efe3d83f6e850b9a,,master,passed,385,2015-03-28 02:33:28 UTC,56179831,push
56096094,b3a98a45f3d3d56ccf86114ce7664fb09f8cfbc5,,master,passed,517,2015-03-27 13:58:58 UTC,56096097,push
55805220,e9cfd2d264c8d1f04ec3a9a26bed17ea690116c8,,master,passed,448,2015-03-25 14:30:56 UTC,55805221,push
55605367,ca62e8ecfb72ecd5c6595f06f169101e7d4af770,376,master,passed,502,2015-03-24 07:49:18 UTC,55605368,pull_request
54147363,563b7b994d863ca9dba4a240eacef9f4ee767dd7,,4.0a,passed,2604,2015-03-12 19:51:14 UTC,54147364,54147365,54147366,push
54050068,abc2dbb1d142144a16888a61369542bb9345c3b7,,4.0a,passed,1947,2015-03-12 04:38:13 UTC,54050069,54050070,54050071,push
54025229,aca42cc07ffde68a5117eb32d51ba450d9188396,,4.0a,passed,2283,2015-03-11 23:05:31 UTC,54025230,54025231,54025232,push
53992369,df870af642d4fb9b0042f2344345f173aaabb06b,,4.0a,passed,1707,2015-03-11 19:03:18 UTC,53992370,53992371,53992373,push
53832936,6b0df2ab43f337747ae102f813eee95649a32699,,4.0a,passed,1754,2015-03-10 17:26:27 UTC,53832937,53832938,53832939,push
53669140,3d48e8916c33bc770839bc2907d4d7f2fdf628ec,,4.0a,passed,2044,2015-03-09 16:03:34 UTC,53669141,53669142,53669143,push
53661519,76c88143d0351bbd27956472cb5a0322551ad51c,,4.0a,passed,2331,2015-03-09 15:08:25 UTC,53661520,53661521,53661522,push
53605328,c3ee8a281155833dc578362ba731a1910320de17,,master,passed,382,2015-03-09 04:14:36 UTC,53605329,push
53600445,59ba832275fc8a202c54c81110c2afcafffafa05,,4.0a,passed,1530,2015-03-09 02:45:54 UTC,53600446,53600447,53600448,push
53429065,5210ba8d3390af9f0cc9bde422aa63601f6e4134,,master,passed,344,2015-03-07 03:57:33 UTC,53429066,push
53422119,d520efbca0dfd80725e477282f55267ea8c67f96,,master,passed,408,2015-03-07 01:40:46 UTC,53422120,push
53421395,66db4a40986a5569fd378f851fbcae1487296932,,master,failed,195,2015-03-07 01:28:12 UTC,53421396,push
53390778,c3e3341cb1873dd31546fb6ad7189aa067e4c940,,4.0a,passed,2288,2015-03-06 20:16:35 UTC,53390779,53390780,53390781,push
53386486,79bd0f8594378fe11065abbdbff0b1dbacbed3cc,,4.0a,passed,1928,2015-03-06 19:44:29 UTC,53386487,53386488,53386489,push
53109091,4563b45d35f922f8944b71da84a827fc91e41302,,4.0a,passed,1499,2015-03-04 22:04:51 UTC,53109092,53109093,53109094,push
52996536,a9f80ea1a5a5c3576feb3b58e38240b597cc586f,,master,passed,420,2015-03-04 04:04:33 UTC,52996537,push
52989711,93a7613b16864eaa7a1ce8596cbac8ff45c4f933,,master,passed,389,2015-03-04 02:25:56 UTC,52989712,push
52696944,4a8c58f5f6276ec344c151c782da30a49775970c,,master,passed,481,2015-03-02 05:01:48 UTC,52696945,push
52288635,1d3ca056c96f40535c14d2feb522fe4ee2f4d161,,master,passed,491,2015-02-26 15:29:47 UTC,52288636,push
52261716,a574887c6bf77bed809f6c0f77e1aa0b50d24c4f,352,master,passed,414,2015-02-26 11:37:37 UTC,52261717,pull_request
52260349,9e2e84969cfc7a1aba138089af0838c92ae433e5,352,master,failed,351,2015-02-26 11:24:47 UTC,52260350,pull_request
52196598,34474ac18b45ec5baba1e1e9e29a330ee921845b,,master,passed,373,2015-02-25 21:57:54 UTC,52196599,push
52165584,34dad9f5b9e8428ee3ac4a2d561def92dce8f2a7,,master,failed,151,2015-02-25 17:55:51 UTC,52165585,push
52054439,6280857fef4cfa3164e9fd9665292500c85afb12,352,master,failed,394,2015-02-24 22:13:53 UTC,52054440,pull_request
52053934,c8a74662000dd4ba16f7be743cb5133438b04323,352,master,failed,414,2015-02-24 22:10:59 UTC,52053935,pull_request
52053737,a91b2edf65b8ace66c1939c5536777f9b16ebcdd,352,master,failed,363,2015-02-24 22:09:19 UTC,52053738,pull_request
52041358,ddfb46fb1264c1adf6cada2b6dadee39221009cf,353,master,failed,260,2015-02-24 20:47:43 UTC,52041359,pull_request
52039924,536fa141166a91691fa286c5fa84e19bda1d07c8,352,master,failed,401,2015-02-24 20:35:19 UTC,52039925,pull_request
51761712,9482c5625651108e797de1adbb071c7f03d2a781,,master,passed,424,2015-02-22 22:03:01 UTC,51761713,push
51746112,04bfd59fe1781e84d5e82033e07d19359f9a7d0d,,master,passed,431,2015-02-22 19:16:18 UTC,51746113,push
51745863,7480e1257d90dad0970408d372e9d5bdef830e87,,v3.5.2,passed,307,2015-02-22 19:13:34 UTC,51745864,push
51745830,7480e1257d90dad0970408d372e9d5bdef830e87,,master,passed,402,2015-02-22 19:13:32 UTC,51745831,push
51520921,0405fcc0782b308e06e0f6a44dc7ca7054f59a47,,4.0a,passed,1802,2015-02-20 15:04:02 UTC,51520922,51520923,51520924,push
51237952,91017ff95f7a4be4d457c86f0df3b44bcc26989a,,master,passed,436,2015-02-18 14:57:06 UTC,51237953,push
51090932,e85cf305eb8e030cbfc3a7c73f438085ee0fb025,,master,passed,438,2015-02-17 15:23:46 UTC,51090933,push
51031042,34fdef902a9087885364e505d3e02f0c19b9fc1c,,master,passed,330,2015-02-17 03:24:06 UTC,51031043,push
51029741,e0b93c361655b8a06621d4257f034c3cc9a94e8c,,4.0a,passed,1902,2015-02-17 03:00:06 UTC,51029742,51029743,51029744,push
50728594,fed707536714e158d8bcdc4faad1161f9581fb07,341,master,passed,342,2015-02-14 07:03:02 UTC,50728595,pull_request
50304785,49047a7c84b829e4ade49c3a2f9a71c8b9f8aaf6,,4.0a,passed,2339,2015-02-11 05:38:53 UTC,50304786,50304787,50304788,push
50085138,431ccaf04b5c3db3f87e2ac2c1ca151f5d63744f,,master,passed,473,2015-02-09 17:21:12 UTC,50085139,push
50069317,863a39958b9735785dc0ca4e1faa184b5c522113,336,master,passed,384,2015-02-09 15:29:15 UTC,50069318,pull_request
50008950,3dd62207d4175b447963122a7e4eb8988a37da34,,4.0a,passed,1559,2015-02-09 02:48:21 UTC,50008951,50008952,50008953,push
50008843,7ab34f3902b21268bc9c53a9f436c07f311b2576,,master,passed,353,2015-02-09 02:45:26 UTC,50008844,push
50001534,297cf1f61f9ff2584d503301e2f48785a399467c,,master,passed,386,2015-02-09 00:38:11 UTC,50001535,push
49995814,b08b47d1380c9d651d800d71f78c79e0440048fa,336,master,passed,347,2015-02-08 23:26:17 UTC,49995815,pull_request
49966343,ca2907f414e1e8254d0469af6becae4e79b94cfe,,master,passed,391,2015-02-08 17:54:04 UTC,49966344,push
49825264,3dcad684f08ae6bf051cd6c55a0261d96ab22234,,master,passed,381,2015-02-07 02:59:24 UTC,49825265,push
49616782,32c9d3827dedf9a9d1372715f3ba68f235e826ac,,4.0a,passed,333,2015-02-05 15:55:08 UTC,49616783,push
49556681,d345e8cfdc5bebea782c16499c13f6a4fd79069f,,4.0a,passed,278,2015-02-05 05:28:01 UTC,49556682,push
49410242,2c5f63eb5711fa6f3463dc58766375653384ad5a,,master,passed,321,2015-02-04 03:42:38 UTC,49410244,push
49342301,b64ccd6b2e3e6362069feb6664a546519dddc08b,,master,passed,455,2015-02-03 17:05:32 UTC,49342302,push
48913674,d2a982b83dc9bfb3a0003e6e0b0d9bdb1eb5e8a3,,master,passed,1214,2015-01-30 16:21:31 UTC,48913675,push
48913133,5386deb84cb9bae6b4e2ac9068c7fbb372c6d64c,,v3.5.1,passed,416,2015-01-30 16:16:52 UTC,48913134,push
48913129,5386deb84cb9bae6b4e2ac9068c7fbb372c6d64c,,master,passed,1064,2015-01-30 16:16:53 UTC,48913130,push
48650512,81e1530cdb1152726fe81621d0d48391fb6e0a65,,master,passed,339,2015-01-28 17:04:30 UTC,48650513,push
48646401,6d96b9194a42b67c482ccaf8a368a008e417a987,,master,passed,460,2015-01-28 16:57:25 UTC,48646403,push
48567906,3cf3cbe7162bc45063709499c196feeefedced0b,318,master,passed,325,2015-01-28 00:54:45 UTC,48567907,pull_request
48285333,d7ddcf57b963b2dca559b4b71ccc285965c72f19,,v3.5.0,passed,418,2015-01-25 22:48:50 UTC,48285335,push
48285324,89352b384388e2a94a59b3381e1014117e57c435,,master,passed,432,2015-01-25 22:46:20 UTC,48285325,push
47941444,3422c5754079df8e7a9871f82281b4dde2a78c5e,,master,passed,540,2015-01-22 17:19:59 UTC,47941445,push
47935303,7fb36016efb97ee84e206f22d4a1ca3df0c51a23,,master,passed,632,2015-01-22 16:35:31 UTC,47935304,push
47931944,13b2bd2b7a376452b98a10fd32a135b2470b5d9d,311,master,passed,433,2015-01-22 16:05:23 UTC,47931945,pull_request
47868770,3e3af8cd19b1d7267db1995a7b35dcf1fe18a2e3,311,master,passed,486,2015-01-22 02:19:20 UTC,47868771,pull_request
47842871,d656d720c7031fd901da101c10b3a51731404e72,311,master,passed,433,2015-01-21 21:48:17 UTC,47842872,pull_request
47834221,1c3164b1e69d3c59aa3853cc679892559fe4a718,311,master,passed,351,2015-01-21 20:39:59 UTC,47834222,pull_request
47819572,8007e2f2c188123852449dbaa4c81b7fccd64ea2,311,master,passed,356,2015-01-21 18:44:01 UTC,47819574,pull_request
47813423,ea5e23394e036737f05acd3dfae8911254cf15f3,311,master,passed,429,2015-01-21 17:58:20 UTC,47813424,pull_request
47797746,e099ef65d0d711f300dd2fe6410b8d005c30abf9,,master,passed,453,2015-01-21 15:59:23 UTC,47797747,push
47691900,9456192da7cb5ffb51d092a325118e4cbdfd8222,,master,passed,427,2015-01-20 19:56:19 UTC,47691902,push
45410975,b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c,,master,passed,388,2014-12-30 01:16:18 UTC,45410976,push
45176648,fad970a0f7219e022690aae62a2af3ed331ebb41,,master,passed,437,2014-12-26 21:20:41 UTC,45176649,push
45171404,cf8317833765b3245e7d214e5f8ce9ea9455fcee,,master,passed,458,2014-12-26 19:57:45 UTC,45171405,push
44775505,04b4e77acddc80832f2014421e1052071b4829d4,,master,passed,384,2014-12-21 23:56:06 UTC,44775506,push
44751195,c957b203cdcffa62e23965fff3131b394352b1b0,,master,passed,410,2014-12-21 17:39:37 UTC,44751196,push
44287335,a62c4d4210edca696d180dc5d713cd0b508b3c90,293,master,failed,274,2014-12-17 03:17:30 UTC,44287336,pull_request
43498965,0d9b798f2633709e53e1451159f5b99fbe24096a,,master,passed,694,2014-12-09 17:51:21 UTC,43498966,push
43483759,45fdfd94a2476b9599018f4696f80a1435927699,289,master,passed,495,2014-12-09 15:41:00 UTC,43483761,pull_request
42752054,3cf5a3094228b714c4f152c048bb0100d16cd3fb,,master,passed,463,2014-12-02 15:38:31 UTC,42752055,push
41976729,3d2580709bb0832ac43b165b18f46301ef054402,,master,passed,638,2014-11-24 16:17:56 UTC,41976730,push
41734554,cd9012882c04bcd0a85180f66f6319af0b3e020d,274,master,passed,479,2014-11-21 17:01:40 UTC,41734555,pull_request
41734493,a062fe247c3bff935a6a9502b894485e977416e4,274,master,passed,390,2014-11-21 17:01:24 UTC,41734494,pull_request
41682381,b6763aea69edc96fd98305f5bd67bc247f6701ed,,master,passed,359,2014-11-21 05:18:58 UTC,41682382,push
41674563,dc80fe44e6074019cddd2d736fa8ff5a894dcf53,,master,passed,449,2014-11-21 02:40:46 UTC,41674564,push
41645514,dbadfaf4399ff070143c2edfafe5da7976d95084,272,palette,passed,452,2014-11-20 21:03:28 UTC,41645515,pull_request
41616215,7ff3cb814d9d4a7fb3837c39f72922835bc9b34b,,palette,failed,266,2014-11-20 16:16:33 UTC,41616216,push
41616054,f10eef310cce25df65875029189969a6f55cf463,273,master,passed,332,2014-11-20 16:12:31 UTC,41616055,pull_request
41614807,72e93e6fc46d33acc1e34d9a315df41eac989e6c,,master,passed,456,2014-11-20 16:01:28 UTC,41614808,push
41608017,d21dc1b90709465db2a625835ff2b0bf6fa2bba5,273,master,passed,452,2014-11-20 14:56:14 UTC,41608019,pull_request
41561107,7dcc877541e359e36db33fb46b49746cdd19445f,,master,passed,395,2014-11-20 03:12:55 UTC,41561108,push
41542988,a6492f7dd1ece226f59ced32d80af0518f760d8a,271,master,failed,411,2014-11-19 23:14:47 UTC,41542989,pull_request
41376452,28a34b614cc9d215e4b506f80e30acf96e119f9d,,master,passed,469,2014-11-18 16:04:21 UTC,41376453,push
41356320,475dfd805e3cb57eaaf71338a88131cfbc6a7dd7,267,master,passed,436,2014-11-18 12:42:35 UTC,41356321,pull_request
41252661,d65969d6803c867b26fabf5870f39579f856dd67,267,master,passed,550,2014-11-17 14:59:58 UTC,41252662,pull_request
41142064,e34df4494ad091e546bb0889d6839e1fc1fd0f2c,,master,passed,423,2014-11-16 07:53:22 UTC,41142065,push
41137495,9089a96ff178e21a710d5ca9bcb649159fdc0023,,master,passed,325,2014-11-16 05:38:59 UTC,41137496,push
41042711,f462212f5879d00de90945034e182ef06a78ecaf,,master,passed,453,2014-11-14 21:18:46 UTC,41042712,push
